iter	Logloss	Accuracy
409	0.2428786331	0.8970559436
410	0.2428660281	0.8970559436
411	0.2428454112	0.8970559436
412	0.2426874426	0.8967295515
413	0.2426785585	0.8967295515
414	0.2425973616	0.8968601084
415	0.2424538074	0.8973170572
416	0.2422552007	0.8969253868
417	0.2419830688	0.8967295515
418	0.2419638277	0.8967948299
419	0.24193479	0.8965337163
420	0.2419245301	0.8965337163
421	0.2419161381	0.8966642731
422	0.2418272196	0.8967295515
423	0.2418090594	0.8967295515
424	0.2416044557	0.8969906652
425	0.2414036405	0.8971865004
426	0.2413733479	0.8973170572
427	0.2413475572	0.8973170572
428	0.2411603182	0.8971865004
429	0.2411164122	0.8971865004
430	0.2409149677	0.8973823357
431	0.2409095173	0.8973823357
432	0.2407318221	0.8974476141
433	0.2405351526	0.8973170572
434	0.2402900973	0.8970559436
435	0.2400990467	0.8975128925
436	0.2399643895	0.8974476141
437	0.2398856082	0.8975781709
438	0.2398611336	0.8976434493
439	0.2398438731	0.8977740061
440	0.2396983159	0.8977087277
441	0.2395611222	0.8975781709
442	0.239402511	0.8975781709
443	0.239381961	0.8975781709
444	0.2392935059	0.8975781709
445	0.2392676163	0.8975781709
446	0.2392582003	0.8975781709
447	0.2391136649	0.8978392845
448	0.2391048066	0.897904563
449	0.2389509555	0.8982962334
450	0.2389290872	0.8981656766
451	0.2387415575	0.8992101312
452	0.2386855803	0.899014296
453	0.2385355379	0.899014296
454	0.2383818336	0.8989490176
455	0.2383208518	0.8988184607
456	0.2383125963	0.8988184607
457	0.2381258368	0.8991448528
458	0.2380253808	0.8991448528
459	0.238007423	0.8992101312
460	0.2378939076	0.8994059664
461	0.2376337229	0.8992101312
462	0.2374225182	0.899340688
463	0.2374022966	0.8994059664
464	0.2373342954	0.8994059664
465	0.2371569899	0.8991448528
466	0.2370490982	0.899340688
467	0.2368456249	0.899340688
468	0.2367079574	0.8992754096
469	0.2367000839	0.8992754096
470	0.2366797549	0.899340688
471	0.236502286	0.8994712449
472	0.2363383215	0.8997976369
473	0.236332254	0.8997976369
474	0.2362647427	0.8999281937
475	0.2359134854	0.9003851426
476	0.2358140588	0.9005156995
477	0.2357283268	0.9005809779
478	0.2355301038	0.9005156995
479	0.2355171155	0.9005156995
480	0.2355157521	0.9005156995
481	0.2354259098	0.900450421
482	0.2353877443	0.900450421
483	0.235248802	0.900450421
484	0.2351452695	0.9005809779
485	0.2351377602	0.9005809779
486	0.2351364892	0.9005809779
487	0.2350296683	0.9007115347
488	0.2350141254	0.9007115347
489	0.23485455	0.9005156995
490	0.2348041147	0.9007115347
491	0.2346167646	0.9011684836
492	0.2345055093	0.9013643188
493	0.2345013246	0.9013643188
494	0.2344276524	0.9014295972
495	0.2342897999	0.9015601541
496	0.2341104869	0.9014295972
497	0.234052009	0.9013643188
498	0.2339544747	0.9018212677
499	0.2339471713	0.9018212677
500	0.233810011	0.9017559893
501	0.233739842	0.9021476598
502	0.2336670268	0.902343495
503	0.2336598377	0.902343495
504	0.2336529697	0.902343495
505	0.2335615891	0.9020171029
506	0.2333731933	0.9026698871
507	0.2332890825	0.902343495
508	0.2332051392	0.9024740518
509	0.233097742	0.9021476598
510	0.2329267422	0.902343495
511	0.2327263858	0.9026046087
512	0.2325484587	0.9025393302
513	0.2324408975	0.9029962791
514	0.2323601306	0.9033226712
515	0.2322579803	0.9035185064
516	0.2321644047	0.9035185064
517	0.2321187065	0.9035837848
518	0.2320593295	0.9036490633
519	0.2319812788	0.9039101769
520	0.231852068	0.9041060121
521	0.2318108199	0.9039754553
522	0.2315603768	0.9038448985
523	0.2312982055	0.903126836
524	0.2310532327	0.9039101769
525	0.2310479574	0.9039101769
526	0.2308841213	0.9037796201
527	0.230784445	0.9037796201
528	0.2305978078	0.9040407337
529	0.2305353078	0.9043018474
530	0.2304355729	0.9044324042
531	0.2304305425	0.9044324042
532	0.2303798568	0.9046935179
533	0.2302242603	0.9046282394
534	0.2301094636	0.9046282394
535	0.230041223	0.904562961
536	0.2299497443	0.9046935179
537	0.2299459335	0.9046935179
538	0.2299126381	0.9048240747
539	0.2298330939	0.904562961
540	0.2296631128	0.9052157452
541	0.2296197658	0.9051504667
542	0.2294956213	0.9052810236
543	0.2293628274	0.9052810236
544	0.2291369263	0.9055421372
545	0.2290279741	0.9054768588
546	0.2289726858	0.905346302
547	0.2288869633	0.9050199099
548	0.2286440168	0.9056074156
549	0.2285602324	0.9057379725
550	0.2285051025	0.9057379725
551	0.2284185772	0.9056074156
552	0.2282295198	0.905346302
553	0.2281562838	0.9058032509
554	0.2281522892	0.9058032509
555	0.2281489121	0.9058032509
556	0.2280075012	0.9061296429
557	0.2279191097	0.9058032509
558	0.2278119694	0.9059990861
559	0.2277399311	0.9059990861
560	0.2274778785	0.9065213134
561	0.2273136869	0.9063254782
562	0.2271649247	0.9067171486
563	0.2270717916	0.9067824271
564	0.2270621822	0.9068477055
565	0.2270549615	0.9068477055
566	0.2269422965	0.9071740975
567	0.2268545375	0.9072393759
568	0.2267320505	0.9070435407
569	0.2267129655	0.9071740975
570	0.2266578216	0.9072393759
571	0.226640283	0.9073699328
572	0.2265088599	0.9073046544
573	0.2263313789	0.9073046544
574	0.2262773056	0.9073699328
575	0.2261892375	0.9071740975
576	0.2260282213	0.9073699328
577	0.2260235948	0.9073699328
578	0.225998627	0.9073699328
579	0.2259037627	0.9073699328
580	0.2258485906	0.9069782623
581	0.2257746413	0.9071088191
582	0.2255420383	0.9071088191
583	0.2254193389	0.9073046544
584	0.225366269	0.907565768
585	0.2252424178	0.9078921601
586	0.2250620044	0.9078268817
587	0.2250089052	0.9078921601
588	0.2249276241	0.9076963248
589	0.2248359502	0.9076963248
590	0.2247485222	0.9077616032
591	0.2245479449	0.9076310464
592	0.2245075067	0.9076963248
593	0.224490401	0.9077616032
594	0.2243962803	0.9078921601
595	0.2243891269	0.9078921601
596	0.2243087923	0.9078921601
597	0.2241495268	0.9076963248
598	0.224144121	0.9076963248
599	0.2239905499	0.9080879953
600	0.2238669835	0.9081532737
601	0.2237283554	0.908675501
602	0.2236451782	0.908675501
603	0.2235962801	0.9086102226
604	0.2234571054	0.9088713362
605	0.223421582	0.9085449442
606	0.2232320584	0.9087407794
607	0.2231123902	0.9090018931
608	0.222998185	0.9088713362
609	0.2229894169	0.9088713362
610	0.2229343713	0.9088713362
611	0.2229188273	0.9088060578
612	0.2228171947	0.9088713362
613	0.2228159763	0.9088713362
614	0.2228147042	0.9088713362
615	0.2228136003	0.9088713362
616	0.2227588272	0.9088060578
617	0.2225819495	0.9093935635
618	0.222566582	0.9092630067
619	0.222493232	0.9093935635
620	0.2223524913	0.9092630067
621	0.2222614915	0.9093935635
622	0.2220647251	0.9099157908
623	0.2220601649	0.9099157908
624	0.2218662013	0.909785234
625	0.2218306366	0.9101116261
626	0.2216098326	0.9102421829
627	0.221490424	0.9101116261
628	0.2214278337	0.9101769045
629	0.2213421847	0.9101769045
630	0.2212558936	0.9103074613
631	0.2211640688	0.910568575
632	0.2210348934	0.9104380181
633	0.2209594529	0.9102421829
634	0.2208969752	0.9102421829
635	0.2207573467	0.910568575
636	0.2207493421	0.910568575
637	0.2206872351	0.9104380181
638	0.2205824387	0.910568575
639	0.2204790376	0.910894967
640	0.2204646692	0.910894967
641	0.2203890595	0.9110908023
642	0.2203100479	0.9109602454
643	0.2203077157	0.910894967
644	0.2203065591	0.910894967
645	0.2203054702	0.910894967
646	0.2202519292	0.9112213591
647	0.2201689276	0.9106338534
648	0.2201103806	0.9106991318
649	0.2200039807	0.9106991318
650	0.2199304568	0.9108296886
651	0.2198861911	0.9106991318
652	0.2197142546	0.9106338534
653	0.2196110026	0.910894967
654	0.2195064437	0.9110255239
655	0.2194934327	0.9108296886
656	0.2193227494	0.9112213591
657	0.2192762113	0.9112213591
658	0.2191749662	0.9114824727
659	0.2190477884	0.9114824727
660	0.2190023056	0.9116130296
661	0.2189621605	0.9118088648
662	0.2188819186	0.9120047
663	0.2187352984	0.9120699785
664	0.2186133936	0.9117435864
665	0.2185299351	0.9117435864
666	0.2183923143	0.9123963705
667	0.2182989514	0.9123310921
668	0.2180857504	0.9123310921
669	0.2179066126	0.9123963705
670	0.2178040871	0.9124616489
671	0.2177395312	0.9129838762
672	0.2177289368	0.9129838762
673	0.2175665249	0.9125269273
674	0.2175366885	0.9125269273
675	0.2175299785	0.9125269273
676	0.2174819128	0.9125922058
677	0.2173977419	0.9129185978
678	0.2172091709	0.9127227626
679	0.2171584314	0.9127227626
680	0.2171519971	0.9127227626
681	0.217048782	0.912788041
682	0.2170444946	0.9129185978
683	0.2169542267	0.9130491546
684	0.2168522498	0.9129185978
685	0.216689643	0.9131144331
686	0.2165823521	0.9130491546
687	0.2164968317	0.9131797115
688	0.2164154342	0.9132449899
689	0.2163127844	0.9134408251
690	0.2162773217	0.9137019388
691	0.2161388749	0.9138324956
692	0.2161373267	0.9138324956
693	0.2160680768	0.9142241661
694	0.2160149507	0.9140283308
695	0.2159381962	0.9140283308
696	0.2159379854	0.9140283308
697	0.2158677371	0.9138324956
698	0.2157910514	0.913897774
699	0.2157527607	0.9140283308
700	0.215717588	0.9140283308
701	0.2157131635	0.9140283308
702	0.2155611674	0.9140936092
703	0.2153835548	0.9146158365
704	0.2153528155	0.9146158365
705	0.2153008318	0.9148116718
706	0.2152998403	0.9148116718
707	0.2152322342	0.9148116718
708	0.2151818059	0.9149422286
709	0.2150063892	0.9150727854
710	0.2148782067	0.9154644559
711	0.2147818824	0.9153338991
712	0.2147799923	0.9153338991
713	0.2145982951	0.9155297343
714	0.2145434787	0.9155297343
715	0.2144969152	0.9155297343
716	0.2142910849	0.9151380638
717	0.2142097124	0.9150727854
718	0.2141020238	0.915007507
719	0.2140908429	0.915007507
720	0.2140375881	0.9151380638
721	0.2139953023	0.9151380638
722	0.2139110334	0.9149422286
723	0.2138650257	0.9151380638
724	0.2138144474	0.9152033423
725	0.213720829	0.9150727854
726	0.2137198563	0.9150727854
727	0.2136454063	0.915007507
728	0.2135235409	0.9150727854
729	0.2134361251	0.9150727854
730	0.2132708493	0.9152033423
731	0.2132581961	0.9152033423
732	0.2130842569	0.9155950127
733	0.213079802	0.9155950127
734	0.2129375105	0.9153991775
735	0.2127322574	0.9148769502
736	0.2125904612	0.9150727854
737	0.2124966245	0.9148769502
738	0.2124586027	0.9148769502
739	0.2124273485	0.9148769502
740	0.2122106203	0.9148116718
741	0.212121065	0.9151380638
742	0.2120472449	0.9148769502
743	0.211995417	0.9152033423
744	0.2119697381	0.9153338991
745	0.2118724918	0.9153338991
746	0.2116902611	0.9153991775
747	0.2115190746	0.9157255696
748	0.2114955526	0.9157255696
749	0.2113184257	0.9156602911
750	0.2110717732	0.91611724
751	0.2109958127	0.9160519616
752	0.2109224718	0.9159214048
753	0.2109108287	0.915790848
754	0.2107133279	0.9164436321
755	0.2106672724	0.9165089105
756	0.2104494929	0.9161825184
757	0.2103924194	0.9165741889
758	0.2102607564	0.9167047457
759	0.2101635062	0.916900581
760	0.2100307783	0.9167047457
761	0.2100129351	0.9167700242
762	0.2098855853	0.916900581
763	0.209838819	0.9170311378
764	0.209734697	0.9170311378
765	0.2096987575	0.916900581
766	0.2096349359	0.916900581
767	0.2095701047	0.9169658594
768	0.2095437969	0.9169658594
769	0.2095411278	0.9169658594
770	0.2094821388	0.9165741889
771	0.2093753378	0.9166394673
772	0.2092815642	0.916900581
773	0.2092354455	0.916900581
774	0.2089573564	0.9170964162
775	0.2087844254	0.9165741889
776	0.2087156883	0.9165741889
777	0.208601657	0.9165741889
778	0.2085437943	0.9168353026
779	0.2083670474	0.9174228083
780	0.2083445	0.9175533651
781	0.2083203709	0.9175533651
782	0.2082962568	0.9175533651
783	0.2082093857	0.9176839219
784	0.2081052396	0.9179450356
785	0.2080126595	0.9179450356
786	0.2079819722	0.9179450356
787	0.2079656213	0.9179450356
788	0.2078986671	0.9180755924
789	0.2078303603	0.9182061492
790	0.2077314741	0.9182061492
791	0.2076972683	0.9182061492
792	0.2076368076	0.9184019845
793	0.2076136341	0.9184672629
794	0.207444327	0.9185325413
795	0.2073949477	0.9186630981
796	0.2073933286	0.9186630981
797	0.2072051707	0.9185325413
798	0.2071618951	0.9187283765
799	0.207051775	0.9188589334
800	0.2069503124	0.9187283765
801	0.2068597077	0.9189894902
802	0.2067751847	0.9189242118
803	0.2067535508	0.9190547686
804	0.2065952863	0.919120047
805	0.2065297869	0.9191853254
806	0.2063925308	0.9195117175
807	0.2063906554	0.9195117175
808	0.2062846961	0.9197728311
809	0.2061146869	0.9199686664
810	0.2060492495	0.9201645016
811	0.2060316838	0.9201645016
812	0.2060132036	0.9199686664
813	0.2060029963	0.9199686664
814	0.2059460729	0.9200339448
815	0.2059252671	0.9201645016
816	0.2057947418	0.9202950584
817	0.2057309014	0.9204908937
818	0.2057227503	0.9204908937
819	0.2056953081	0.9202950584
820	0.2055475795	0.9204908937
821	0.2055216407	0.9204256152
822	0.2055138897	0.9202950584
823	0.2054647947	0.9204908937
824	0.2053531759	0.9206214505
825	0.2052194752	0.9207520073
826	0.2051284125	0.9207520073
827	0.2051262043	0.9207520073
828	0.2050614599	0.9210783994
829	0.2049760108	0.9214700698
830	0.2049508852	0.9214700698
831	0.2048663882	0.9214047914
832	0.2048630163	0.9214047914
833	0.2047843151	0.9215353483
834	0.2046667293	0.9214700698
835	0.2046252131	0.9215353483
836	0.2045473807	0.9215353483
837	0.2045418502	0.9215353483
838	0.2045138897	0.9216006267
839	0.2045078827	0.9216006267
840	0.2044864284	0.9215353483
841	0.2042749658	0.9216659051
842	0.2041485823	0.9216659051
843	0.2041460704	0.9216659051
844	0.2041443004	0.9216659051
845	0.204087469	0.9214700698
846	0.2040853184	0.9214700698
847	0.2040576437	0.9216006267
848	0.2039270587	0.921339513
849	0.2039005096	0.9214700698
850	0.2038334636	0.9214700698
851	0.20379056	0.9216006267
852	0.2037904589	0.9216006267
853	0.2037886741	0.9216006267
854	0.2037636724	0.9216006267
855	0.2037184848	0.9215353483
856	0.2037167106	0.9215353483
857	0.2037077859	0.9215353483
858	0.2035315269	0.9214047914
859	0.2034623344	0.9217964619
860	0.2034602391	0.9217964619
861	0.2033197239	0.921339513
862	0.2031613889	0.9218617403
863	0.2031596318	0.9218617403
864	0.2031137122	0.9218617403
865	0.2029685606	0.9216006267
866	0.2028368762	0.9220575756
867	0.2027716818	0.922122854
868	0.2027198678	0.922122854
869	0.2026356778	0.9222534108
870	0.2024683215	0.922449246
871	0.2023331735	0.922449246
872	0.202181793	0.9230367517
873	0.2021582513	0.9230367517
874	0.2021480442	0.9231020302
875	0.2021054178	0.9230367517
876	0.2021035499	0.9230367517
877	0.2020938414	0.9230367517
878	0.2020195038	0.9231020302
879	0.2019585137	0.9230367517
880	0.2018889213	0.9229061949
881	0.2017452182	0.9227103597
882	0.2016375807	0.9230367517
