# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,bankara_open,hoko,gonzui,273,alpha,TRUE,S+ 0,,,,100,6325cdff,,,,0,bfcd41ff,,drivewiper,13,12,1,7,3,927,"{""quick_respawn"":0.9,""special_charge_up"":0.9,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",dualsweeper,13,8,5,4,5,1153,"{""sub_power_up"":1.6,""swim_speed_up"":1.6,""special_charge_up"":1.3,""special_power_up"":0.6,""ink_recovery_up"":0.3,""sub_resistance_up"":0.3}",wideroller,8,6,2,9,1,556,"{""ink_saver_sub"":1.9,""swim_speed_up"":1,""run_speed_up"":0.9,""special_saver"":0.6,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",screwslosher,11,10,1,7,4,1038,"{""special_charge_up"":2.2,""special_saver"":1.3,""quick_respawn"":0.6,""ink_saver_main"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",jimuwiper,14,11,3,9,3,924,"{""swim_speed_up"":2,""quick_respawn"":1.9,""ink_saver_sub"":0.3,""special_power_up"":0.3}",sshooter_collabo,4,3,1,7,5,1148,"{""special_saver"":2.3,""sub_power_up"":1,""ink_saver_sub"":0.9,""special_power_up"":0.9,""special_charge_up"":0.6}",pablo,9,6,3,10,3,759,"{""quick_respawn"":2.2,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",bold,8,7,1,11,4,969,"{""ink_saver_main"":1,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",gold,#1 Overall Splatter,gold,#1 Enemy Splatter,gold,#1 Popular Target
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,xmatch,area,yunohana,228,alpha,TRUE,,2304.3,,,100,6e04b6ff,,,,0,cd510aff,,screwslosher,9,8,1,4,3,913,"{""run_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",furo,6,4,2,3,5,1459,"{""ink_recovery_up"":1,""swim_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.3,""stealth_jump"":true}",96gal,4,2,2,6,3,910,"{""ink_resistance_up"":1.3,""intensify_action"":1.3,""special_charge_up"":1.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3}",52gal,8,8,0,7,3,755,"{""swim_speed_up"":1.3,""quick_respawn"":1,""intensify_action"":0.9,""ink_resistance_up"":0.6,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",sharp_neo,12,10,2,4,4,1087,"{""ink_saver_sub"":1,""special_charge_up"":1,""sub_power_up"":0.9,""ink_recovery_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true}",screwslosher,6,3,3,5,3,898,"{""swim_speed_up"":1.3,""run_speed_up"":1.2,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",dualsweeper,7,4,3,5,4,1076,"{""swim_speed_up"":1.2,""ink_saver_main"":1,""quick_super_jump"":0.3,""special_charge_up"":0.3,""comeback"":true,""stealth_jump"":true}",furo,6,3,3,8,3,1044,"{""ink_saver_main"":1,""ink_resistance_up"":0.6,""special_saver"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""quick_super_jump"":0.3,""comeback"":true,""object_shredder"":true}",gold,#1 Overall Splatter,gold,#1 Splat Zone Guard,gold,#1 Popular Target
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,xmatch,area,kusaya,252,alpha,TRUE,,2329.8,,,100,6325cdff,,,,0,bfcd41ff,,screwslosher,4,4,0,4,3,1093,"{""run_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",liter4k,9,7,2,2,4,1081,"{""ink_saver_main"":1.6,""swim_speed_up"":1.6,""quick_super_jump"":1.3,""special_power_up"":0.6,""sub_resistance_up"":0.6}",quadhopper_black,10,9,1,10,1,885,"{""quick_respawn"":2.8,""quick_super_jump"":0.9,""haunt"":true,""stealth_jump"":true}",96gal,5,4,1,6,6,1066,"{""ink_resistance_up"":1.3,""intensify_action"":1.3,""special_charge_up"":1.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3}",screwslosher,11,7,4,7,4,1121,"{""swim_speed_up"":1.6,""run_speed_up"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",liter4k,8,6,2,4,4,855,"{""quick_super_jump"":1.3,""swim_speed_up"":1.2,""intensify_action"":1,""quick_respawn"":1,""ink_saver_main"":0.9,""special_power_up"":0.3}",96gal_deco,8,6,2,8,3,891,"{""intensify_action"":1.3,""swim_speed_up"":1,""special_power_up"":0.9,""ink_recovery_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",sharp,4,3,1,5,5,1293,"{""swim_speed_up"":1.9,""ink_recovery_up"":0.6,""sub_power_up"":0.6,""ink_resistance_up"":0.3,""run_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Popular Target,silver,#1 Damage Taker,gold,#1 Turf Inker
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,bankara_open,hoko,gonzui,108,bravo,TRUE,S+ 0,,,,0,cd510aff,,,,100,6e04b6ff,,drivewiper,4,1,3,4,1,342,"{""quick_respawn"":0.9,""special_charge_up"":0.9,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",pablo_hue,2,1,1,5,1,499,"{""intensify_action"":1,""special_saver"":1,""swim_speed_up"":1,""ink_saver_main"":0.9,""run_speed_up"":0.3}",wideroller,4,4,0,6,0,214,"{""ink_saver_sub"":1.9,""swim_speed_up"":1,""run_speed_up"":0.9,""special_saver"":0.6,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",squiclean_a,3,3,0,4,0,272,"{""ink_recovery_up"":1.6,""swim_speed_up"":1.3,""quick_super_jump"":1,""ink_saver_main"":0.6,""intensify_action"":0.6,""sub_power_up"":0.6}",nautilus47,11,7,4,2,1,528,"{""run_speed_up"":2.9,""ink_recovery_up"":0.3,""intensify_action"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",jetsweeper_custom,8,4,4,3,1,390,"{""ink_saver_main"":3,""special_charge_up"":0.6,""run_speed_up"":0.3,""swim_speed_up"":0.3}",bold,9,6,3,2,2,535,"{""quick_super_jump"":1.3,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3,""opening_gambit"":true,""thermal_ink"":true}",splatroller,2,2,0,2,1,337,"{""swim_speed_up"":0.9,""quick_super_jump"":0.6,""run_speed_up"":0.6,""ink_saver_main"":0.3,""quick_respawn"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Overall Splatter,gold,#1 Splat Assister,gold,#1 Super Jump Spot
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,xmatch,area,yunohana,309,alpha,FALSE,,2329.8,,,95,3a0ccdff,,,,66,d0bf08ff,,screwslosher,7,5,2,3,4,1466,"{""run_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",jetsweeper_custom,9,4,5,5,6,1662,"{""swim_speed_up"":2.5,""ink_resistance_up"":1,""ink_recovery_up"":0.9,""ink_saver_main"":0.3,""thermal_ink"":true}",screwslosher,9,7,2,3,6,1482,"{""run_speed_up"":1.9,""special_charge_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",hydra,8,6,2,3,5,1315,"{""run_speed_up"":1.6,""swim_speed_up"":1,""ink_resistance_up"":0.6,""intensify_action"":0.6,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""object_shredder"":true}",explosher,8,3,5,4,6,1766,"{""ink_saver_sub"":1.6,""ink_saver_main"":1,""quick_super_jump"":1,""sub_power_up"":0.9,""sub_resistance_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3}",screwslosher,8,7,1,9,3,1062,"{""swim_speed_up"":1.3,""run_speed_up"":1.2,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",tristringer,4,2,2,2,5,1516,"{""run_speed_up"":2,""special_power_up"":0.6,""ink_resistance_up"":0.3,""object_shredder"":true}",dualsweeper,4,2,2,7,5,1362,"{""ink_recovery_up"":1,""run_speed_up"":1,""special_charge_up"":0.6,""sub_power_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true}",gold,#1 Splat Zone Guard,gold,#1 Popular Target,silver,#2 Splat Assister
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,bankara_open,hoko,gonzui,300,bravo,FALSE,S+ 0,,,,36,6e04b6ff,,,,89,cd510aff,,drivewiper,8,5,3,10,3,897,"{""quick_respawn"":0.9,""special_charge_up"":0.9,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",jetsweeper_custom,9,7,2,7,5,1185,"{""ink_saver_sub"":1,""ink_saver_main"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",pablo_hue,5,5,0,14,2,789,"{""intensify_action"":1,""special_saver"":1,""swim_speed_up"":1,""ink_saver_main"":0.9,""run_speed_up"":0.3}",wideroller,9,6,3,11,1,768,"{""ink_saver_sub"":1.9,""swim_speed_up"":1,""run_speed_up"":0.9,""special_saver"":0.6,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",jetsweeper_custom,25,19,6,4,5,1551,"{""special_charge_up"":1.9,""special_power_up"":1.9,""ink_saver_main"":1.6,""ink_recovery_up"":0.3}",drivewiper,13,9,4,8,2,792,"{""ink_saver_main"":1.3,""swim_speed_up"":1,""special_charge_up"":0.6,""ink_saver_sub"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_saver"":0.3,""ninja_squid"":true}",sputtery_hue,13,7,6,6,3,1013,"{""quick_respawn"":1.9,""swim_speed_up"":0.9,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",liter4k,11,6,5,5,3,726,"{""swim_speed_up"":1.6,""intensify_action"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""special_power_up"":0.6,""special_saver"":0.3,""ninja_squid"":true}",gold,#1 Splat Assister,silver,#1 Ground Traveler,silver,#1 Rainmaker Stopper
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,xmatch,area,kusaya,300,bravo,FALSE,,2329.8,,,57,1a1aafff,,,,93,e38d24ff,,screwslosher,8,6,2,11,1,1026,"{""run_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",liter4k,9,8,1,1,7,1188,"{""ink_saver_main"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""object_shredder"":true,""respawn_punisher"":true}",jimuwiper,9,7,2,10,5,1352,"{""swim_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",sharp_neo,4,3,1,6,9,2249,"{""swim_speed_up"":1.3,""ink_saver_sub"":1,""sub_power_up"":0.9,""special_charge_up"":0.6,""sub_resistance_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true}",hissen,18,13,5,7,3,687,"{""quick_respawn"":2.2,""quick_super_jump"":0.6,""special_power_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",sharp_neo,4,4,0,5,10,2517,"{""special_charge_up"":2.9,""special_power_up"":1,""sub_power_up"":0.6,""swim_speed_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3}",liter4k,8,7,1,1,4,1194,"{""ink_saver_main"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_saver_sub"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""object_shredder"":true,""respawn_punisher"":true}",jimuwiper,6,4,2,11,3,1451,"{""quick_respawn"":2.3,""ink_recovery_up"":0.6,""quick_super_jump"":0.6,""special_saver"":0.6,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""stealth_jump"":true}",gold,#1 Splat Assister,gold,#1 Splat Zone Guard,silver,First Splat!
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,xmatch,area,yunohana,91,bravo,TRUE,,2329.8,,,0,d74b31ff,,,,100,1ec0adff,,screwslosher,1,1,0,4,1,355,"{""run_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",explosher,2,2,0,3,1,475,"{""ink_saver_main"":1.9,""ink_recovery_up"":1,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""last_ditch_effort"":true}",h3reelgun,1,0,1,3,1,424,"{""ink_saver_sub"":1,""swim_speed_up"":1,""quick_respawn"":0.6,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""run_speed_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",barrelspinner,1,0,1,3,1,466,"{""run_speed_up"":3.8,""ink_resistance_up"":1,""intensify_action"":0.6,""quick_super_jump"":0.3}",screwslosher,9,8,1,1,0,398,"{""swim_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""run_speed_up"":0.6,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""ninja_squid"":true,""stealth_jump"":true}",explosher,5,3,2,0,2,629,"{""ink_saver_main"":1.6,""special_charge_up"":1.6,""special_power_up"":0.6,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""object_shredder"":true}",h3reelgun,4,2,2,2,1,435,"{""quick_respawn"":3.2,""swim_speed_up"":0.9,""quick_super_jump"":0.6,""stealth_jump"":true}",kugelschreiber,3,0,3,0,1,411,"{""run_speed_up"":2.9,""ink_resistance_up"":0.6,""intensify_action"":0.6,""special_power_up"":0.6,""drop_roller"":true}",silver,#2 Overall Splatter,silver,#2 Popular Target,silver,#2 Enemy Splatter
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,xmatch,area,kusaya,208,alpha,TRUE,,2329.8,,,100,c12d74ff,,,,0,2cb721ff,,screwslosher,13,8,5,4,2,760,"{""run_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",barrelspinner,4,2,2,2,5,1220,"{""run_speed_up"":2,""ink_resistance_up"":1.3,""special_charge_up"":0.9,""ink_saver_main"":0.6,""intensify_action"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3}",sharp_neo,14,10,4,5,3,1026,"{""swim_speed_up"":1,""special_charge_up"":0.9,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",screwslosher,7,4,3,5,2,964,"{""swim_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""run_speed_up"":0.6,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""ninja_squid"":true,""stealth_jump"":true}",kugelschreiber,6,4,2,4,6,1244,"{""run_speed_up"":2.6,""ink_resistance_up"":0.9,""intensify_action"":0.9,""special_power_up"":0.6,""quick_super_jump"":0.3,""drop_roller"":true}",screwslosher,3,3,0,4,5,1252,"{""run_speed_up"":1.6,""special_power_up"":0.6,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",hotblaster,5,5,0,8,2,644,"{""quick_respawn"":1.9,""swim_speed_up"":1,""intensify_action"":0.9,""ink_recovery_up"":0.6,""quick_super_jump"":0.3,""ninja_squid"":true}",sputtery_hue,4,4,0,8,3,870,"{""special_power_up"":2.6,""quick_respawn"":2.4,""quick_super_jump"":0.3,""stealth_jump"":true}",gold,#1 Splat Assister,gold,#1 Splat Zone Guard,gold,#1 Popular Target
Fresh Season 2023,2023-05-23T00:00:00+00:00,3.1.1,xmatch,area,yunohana,151,bravo,TRUE,,2354.8,,,0,2cb721ff,,,,100,c12d74ff,,screwslosher,1,1,0,6,0,423,"{""run_speed_up"":1,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",sshooter_collabo,5,3,2,4,3,828,"{""quick_respawn"":2.2,""ink_recovery_up"":0.6,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""haunt"":true,""stealth_jump"":true}",kugelschreiber,3,2,1,3,2,709,"{""run_speed_up"":2.6,""special_charge_up"":0.6,""special_power_up"":0.6,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""drop_roller"":true}",promodeler_rg,1,1,0,2,5,1196,"{""special_charge_up"":2.9,""swim_speed_up"":1.3,""quick_super_jump"":0.6,""ink_saver_main"":0.3,""special_power_up"":0.3,""special_saver"":0.3}",kugelschreiber,8,5,3,0,3,741,"{""run_speed_up"":2.9,""ink_resistance_up"":0.6,""special_power_up"":0.6,""intensify_action"":0.3,""quick_super_jump"":0.3,""drop_roller"":true}",hotblaster,6,4,2,5,1,449,"{""quick_respawn"":1.9,""swim_speed_up"":1,""intensify_action"":0.9,""ink_recovery_up"":0.6,""quick_super_jump"":0.3,""ninja_squid"":true}",sharp_neo,4,4,0,1,5,1116,"{""special_charge_up"":1.9,""quick_super_jump"":0.9,""run_speed_up"":0.6,""swim_speed_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",momiji,4,2,2,1,3,810,"{""special_power_up"":4.4,""special_charge_up"":1,""special_saver"":0.3}",gold,#1 Splat Zone Guard,,,,
Fresh Season 2023,2023-05-23T02:00:00+00:00,3.1.1,xmatch,yagura,amabi,300,bravo,FALSE,,2464.2,,,61,6325cdff,,,,91,bfcd41ff,,barrelspinner,7,4,3,6,5,1221,"{""run_speed_up"":2.3,""ink_resistance_up"":0.6,""intensify_action"":0.6,""quick_super_jump"":0.6,""special_saver"":0.3,""sub_resistance_up"":0.3,""object_shredder"":true}",jimuwiper,8,6,2,7,2,920,"{""quick_respawn"":2.8,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",hokusai,7,7,0,10,2,1300,"{""swim_speed_up"":2.1,""quick_super_jump"":0.6,""comeback"":true,""drop_roller"":true,""ninja_squid"":true}",rapid_deco,7,6,1,7,4,1024,"{""ink_saver_sub"":1,""intensify_action"":0.6,""special_power_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""drop_roller"":true,""last_ditch_effort"":true}",nautilus47,13,11,2,6,4,1092,"{""swim_speed_up"":2,""run_speed_up"":0.9,""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""object_shredder"":true}",screwslosher,11,3,8,4,6,1233,"{""swim_speed_up"":1,""ink_resistance_up"":0.6,""special_saver"":0.6,""intensify_action"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",barrelspinner,12,6,6,6,5,1190,"{""run_speed_up"":2.6,""intensify_action"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""stealth_jump"":true}",52gal,11,10,1,7,5,1036,"{""quick_respawn"":0.9,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Splat Assister,gold,#1 Super Jump Spot,gold,#1 Score Booster
Fresh Season 2023,2023-05-23T02:00:00+00:00,3.1.1,bankara_open,area,kusaya,106,alpha,TRUE,S+ 0,,,,100,cfb121ff,,,,0,9025c6ff,,sharp_neo,7,6,1,2,2,702,"{""special_charge_up"":1,""ink_resistance_up"":0.6,""sub_power_up"":0.6,""swim_speed_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""object_shredder"":true}",promodeler_rg,4,1,3,2,3,781,"{""special_saver"":2.3,""special_charge_up"":1,""run_speed_up"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3}",explosher,1,0,1,2,1,467,"{""intensify_action"":1,""quick_respawn"":1,""special_power_up"":0.9,""ink_recovery_up"":0.6,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true}",momiji,3,2,1,3,1,460,"{""ink_resistance_up"":1.3,""run_speed_up"":1,""quick_respawn"":0.6,""sub_power_up"":0.6,""ink_saver_main"":0.3,""intensify_action"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3,""comeback"":true}",sshooter_collabo,4,4,0,2,1,670,"{""ink_recovery_up"":1.6,""sub_power_up"":1.3,""intensify_action"":1,""ink_saver_main"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3}",sshooter_collabo,4,3,1,0,3,599,"{""sub_power_up"":5.4,""ink_saver_sub"":0.3}",sputtery_hue,2,1,1,3,2,580,"{""ink_saver_main"":1.3,""run_speed_up"":1,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""thermal_ink"":true}",52gal,1,1,0,5,0,414,"{""swim_speed_up"":1.9,""intensify_action"":1,""ink_saver_main"":0.6,""ink_recovery_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""ninja_squid"":true}",gold,#1 Overall Splatter,gold,#1 Splat Zone Guard,gold,#1 Popular Target
